"bossid"	"jobid"	"lat"	"lng"
9831443	5389349	39.9244	116.467
9831448	5385427	39.9244	116.467
9831509	5385525	39.9244	116.467
9831875	5385826	39.9244	116.467
9831976	5385915	39.9174	116.459
9832138	5388546	39.9244	116.467
9837705	5451014	39.8991	116.459
9839781	5391528	39.9244	116.467
9839878	5390984	39.9244	116.467
9845773	6149570	39.9201	116.455
9848287	5397837	39.922	116.439
9850405	6039492	39.9206	116.433
9857973	5404845	39.9244	116.467
9857973	5429065	39.9244	116.467
9857973	6059703	39.9244	116.467
985960	166797	39.9323	116.455
9865687	5409698	39.9077	116.464
9865687	5410906	39.9077	116.464
9866706	5814412	39.9244	116.467
9867355	6063698	39.9224	116.433
9869947	5413128	39.9229	116.441
9870431	5413553	39.9109	116.456
9873053	5414957	39.9321	116.459
9874838	5422154	39.914	116.457
987629	4138027	39.9286	116.48
9876721	5416890	39.8871	116.462
987688	3381897	39.894	116.478
9878670	5418260	39.9201	116.455
9893610	5428116	39.9244	116.467
989393	742698	39.8948	116.46
9894273	5428578	39.9294	116.447
9894438	5428725	39.9244	116.467
9894438	5490904	39.9244	116.467
9897616	5431258	39.8914	116.465
9897616	5431699	39.8914	116.465
9897616	5464946	39.8914	116.465
9904049	5435756	39.9131	116.473
9908760	5438897	39.8939	116.434
9919959	5522690	39.9318	116.479
9920622	5705802	39.9	116.459
9922096	5447886	39.9169	116.451
9922096	5479300	39.9169	116.451
9922096	5804562	39.9169	116.451
9929661	5452827	39.9324	116.451
9942190	5587363	39.8995	116.493
9947522	5464453	39.9173	116.44
9956320	5470233	39.884	116.454
9969968	5478644	39.9159	116.495
9970456	5487153	39.9198	116.448
9975007	5572741	39.9075	116.464
9975007	5873711	39.9075	116.464
9976230	5870000	39.9223	116.442
9976230	5927916	39.9223	116.442
9982656	5485989	39.9331	116.453
9986598	5919319	39.8938	116.48
9987266	5487838	39.9236	116.439
